Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318429|2830741793|2830741793,Exit,16 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318428|2830741793|2830741793,Exit,17 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318427|2830741793|2830741793,Exit,18 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,5,7514.50,7/21/2026 6:50:25 AM,1318434|2830741793|2830741793,Exit,3 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318431|2830741793|2830741793,Exit,14 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318430|2830741793|2830741793,Exit,15 S,2830741793,Target1,$0.00,1,PA-APEX-422136-05!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318219|2830741842|2830741842,Exit,13 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318218|2830741842|2830741842,Exit,14 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,5,7514.50,7/21/2026 6:50:25 AM,1318220|2830741842|2830741842,Exit,8 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7514.50,7/21/2026 6:50:25 AM,1318222|2830741842|2830741842,Exit,-,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,5,7514.50,7/21/2026 6:50:25 AM,1318221|2830741842|2830741842,Exit,3 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318216|2830741842|2830741842,Exit,16 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318215|2830741842|2830741842,Exit,17 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318217|2830741842|2830741842,Exit,15 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7514.50,7/21/2026 6:50:25 AM,1318214|2830741842|2830741842,Exit,18 S,2830741842,Target1,$0.00,1,PA-APEX-422136-03!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,9,7518.50,7/21/2026 7:00:16 AM,1328959|2830770060|2830770060,Entry,9 S,2830770060,Entry,$0.00,1,PA-APEX-422136-09!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,9,7518.50,7/21/2026 7:00:16 AM,1327635|2830772405|2830772405,Entry,9 S,2830772405,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,11,7518.50,7/21/2026 7:00:16 AM,1328961|2830770060|2830770060,Entry,20 S,2830770060,Entry,$0.00,1,PA-APEX-422136-09!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,11,7518.50,7/21/2026 7:00:16 AM,1327639|2830772405|2830772405,Entry,20 S,2830772405,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,20,7519.00,7/21/2026 7:01:05 AM,1332229|2830832205|2830832205,Exit,-,2830832205,Close,$0.00,1,PA-APEX-422136-09!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,17,7519.00,7/21/2026 7:01:05 AM,1331145|2830832211|2830832211,Exit,3 S,2830832211,Close,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7519.25,7/21/2026 7:01:05 AM,1331146|2830832211|2830832211,Exit,-,2830832211,Close,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7524.00,7/21/2026 7:18:55 AM,1350382|2830974902|2830974902,Entry,6 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7524.00,7/21/2026 7:18:55 AM,1350381|2830974902|2830974902,Entry,3 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7524.00,7/21/2026 7:18:55 AM,1350383|2830974902|2830974902,Entry,8 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7524.00,7/21/2026 7:18:55 AM,1350384|2830974902|2830974902,Entry,10 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7524.00,7/21/2026 7:18:55 AM,1350388|2830974902|2830974902,Entry,16 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7524.00,7/21/2026 7:18:55 AM,1350387|2830974902|2830974902,Entry,15 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7524.00,7/21/2026 7:18:55 AM,1350386|2830974902|2830974902,Entry,14 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7524.00,7/21/2026 7:18:55 AM,1350385|2830974902|2830974902,Entry,12 S,2830974902,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,16,7522.75,7/21/2026 7:19:00 AM,1348152|2830976154|2830976154,Exit,-,2830976154,Close,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7531.00,7/21/2026 7:27:55 AM,1358368|2831014610|2831014610,Entry,1 S,2831014610,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,12,7531.00,7/21/2026 7:27:55 AM,1358370|2831014610|2831014610,Entry,13 S,2831014610,Entry,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,13,7531.00,7/21/2026 7:27:55 AM,1360209|2831027162|2831027162,Entry,13 S,2831027162,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,7,7530.75,7/21/2026 7:29:15 AM,1359889|2831033475|2831033475,Exit,6 S,2831033475,Stop2,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,7,7530.75,7/21/2026 7:29:15 AM,1359255|2831033442|2831033442,Exit,6 S,2831033442,Stop2,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,6,7530.50,7/21/2026 7:29:20 AM,1357702|2831043421|2831043421,Exit,-,2831043421,Close,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,6,7530.50,7/21/2026 7:29:20 AM,1356670|2831043428|2831043428,Exit,-,2831043428,Close,$0.00,1,PA-APEX-422136-01!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Sell,1,4161.0,7/22/2026 6:59:31 AM,1139284|2832609203|2832609203,Entry,8 S,2832609203,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Sell,4,4161.0,7/22/2026 6:59:31 AM,1139283|2832609203|2832609203,Entry,7 S,2832609203,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Sell,3,4161.0,7/22/2026 6:59:31 AM,1139282|2832609203|2832609203,Entry,3 S,2832609203,Entry,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Buy,4,4159.0,7/22/2026 7:00:01 AM,1139702|2832669376|2832669376,Exit,4 S,2832669376,Target1,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Buy,2,4158.8,7/22/2026 7:00:01 AM,1139703|2832669388|2832669388,Exit,2 S,2832669388,Target2,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Buy,1,4158.8,7/22/2026 7:00:01 AM,1139704|2832669388|2832669388,Exit,1 S,2832669388,Target2,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MGC AUG26,Buy,1,4158.8,7/22/2026 7:00:01 AM,1139705|2832669388|2832669388,Exit,-,2832669388,Target2,$0.00,1,PA-APEX-422136-06!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,4,7533.00,7/22/2026 7:27:32 AM,1598017|2832806405|2832806405,Entry,14 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7533.00,7/22/2026 7:27:32 AM,1598012|2832806405|2832806405,Entry,3 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7533.00,7/22/2026 7:27:32 AM,1598011|2832806405|2832806405,Entry,2 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7533.00,7/22/2026 7:27:32 AM,1598014|2832806405|2832806405,Entry,5 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7533.00,7/22/2026 7:27:32 AM,1598013|2832806405|2832806405,Entry,4 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,4,7533.00,7/22/2026 7:27:32 AM,1598016|2832806405|2832806405,Entry,10 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7533.00,7/22/2026 7:27:32 AM,1598015|2832806405|2832806405,Entry,6 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7533.00,7/22/2026 7:27:32 AM,1598018|2832806405|2832806405,Entry,16 L,2832806405,Entry,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7534.00,7/22/2026 7:27:55 AM,1598598|2832880172|2832880172,Exit,8 L,2832880172,Close,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7533.75,7/22/2026 7:27:55 AM,1598599|2832880172|2832880172,Exit,-,2832880172,Close,$0.00,1,PA-APEX-422136-04!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,16,7475.75,7/23/2026 6:35:15 AM,1786904|2834267457|2834267457,Entry,16 S,2834267457,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,16,7475.75,7/23/2026 6:35:15 AM,1793330|2834270229|2834270229,Entry,16 S,2834270229,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7473.75,7/23/2026 6:35:44 AM,1793796|2834287111|2834287111,Exit,8 S,2834287111,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7473.75,7/23/2026 6:35:44 AM,1792311|2834287112|2834287112,Exit,8 S,2834287112,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7475.25,7/23/2026 6:35:47 AM,1794708|2834287125|2834287125,Exit,-,2834287125,Stop2,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7475.25,7/23/2026 6:35:47 AM,1792596|2834287124|2834287124,Exit,-,2834287124,Stop2,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7460.00,7/23/2026 7:37:47 AM,1851493|2834735759|2834735759,Entry,8 S,2834735759,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,6,7460.00,7/23/2026 7:37:47 AM,1851492|2834735759|2834735759,Entry,6 S,2834735759,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,8,7459.75,7/23/2026 7:38:14 AM,1855612|2834749890|2834749890,Exit,-,2834749890,Close,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,8,7431.25,7/23/2026 8:37:23 AM,1894003|2835010949|2835010949,Entry,8 S,2835010949,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,6,7431.25,7/23/2026 8:37:23 AM,1891881|2835010524|2835010524,Entry,6 S,2835010524,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7428.50,7/23/2026 8:37:38 AM,1896403|2835017110|2835017110,Exit,5 S,2835017110,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7428.50,7/23/2026 8:37:38 AM,1889541|2835017106|2835017106,Exit,7 S,2835017106,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,1896405|2835017110|2835017110,Exit,1 S,2835017110,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,1896404|2835017110|2835017110,Exit,3 S,2835017110,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,1889543|2835017106|2835017106,Exit,3 S,2835017106,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7428.50,7/23/2026 8:37:38 AM,1889542|2835017106|2835017106,Exit,5 S,2835017106,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7430.00,7/23/2026 8:37:53 AM,1897306|2835019597|2835019597,Exit,-,2835019597,Close,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7430.00,7/23/2026 8:37:53 AM,1892514|2835019601|2835019601,Exit,-,2835019601,Close,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7435.75,7/23/2026 8:40:10 AM,1891972|2835023879|2835023879,Entry,3 S,2835023879,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7435.75,7/23/2026 8:40:10 AM,1891971|2835023072|2835023072,Entry,3 S,2835023072,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,4,7435.75,7/23/2026 8:40:10 AM,1891976|2835023879|2835023879,Entry,8 S,2835023879,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7435.75,7/23/2026 8:40:10 AM,1891974|2835023879|2835023879,Entry,4 S,2835023879,Entry,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,4,7435.75,7/23/2026 8:40:10 AM,1891975|2835023072|2835023072,Entry,8 S,2835023072,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7435.75,7/23/2026 8:40:10 AM,1891973|2835023072|2835023072,Entry,4 S,2835023072,Entry,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7433.00,7/23/2026 8:41:00 AM,1893593|2835026154|2835026154,Exit,3 S,2835026154,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,1893592|2835026154|2835026154,Exit,4 S,2835026154,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,1893591|2835026154|2835026154,Exit,6 S,2835026154,Target1,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,1888016|2835026146|2835026146,Exit,6 S,2835026146,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,2,7433.00,7/23/2026 8:41:00 AM,1888017|2835026146|2835026146,Exit,4 S,2835026146,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7433.00,7/23/2026 8:41:00 AM,1888018|2835026146|2835026146,Exit,3 S,2835026146,Target1,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7431.75,7/23/2026 8:41:04 AM,1897959|2835026148|2835026148,Exit,-,2835026148,Target2,$0.00,1,PA-APEX-422136-08!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7431.75,7/23/2026 8:41:04 AM,1890350|2835026163|2835026163,Exit,-,2835026163,Target2,$0.00,1,PA-APEX-422136-07!Apex!Apex,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,13,7436.50,7/23/2026 12:24:51 PM,e1de676a4b8c4309808b7b5eebfa0e9b,Entry,13 L,c2fe41e4d3264054a988ba5ddf01aabb,Entry,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,6,7439.00,7/23/2026 12:25:17 PM,eafba16472444229b72e2ea9007eb724,Exit,7 L,3933aa3d4b1549dab5eb87e7835cc677,Target1,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,7,7439.50,7/23/2026 12:25:17 PM,385b6a6d8cde4b158dbbf00f83e06475,Exit,-,5d5a70a1e2de4fb2a3c2e0c8ed66b224,Target2,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,13,7439.25,7/23/2026 12:25:50 PM,7fd54a768a164aaaad58751ba5d1222d,Entry,13 L,3278cc4973304358905930fa0209b8e3,Entry,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,13,7438.50,7/23/2026 12:27:00 PM,7e8d08a6a7b542aaa400afb9afd4dbe7,Exit,-,79e5a750890242aabb58cee5bf76a477,Close,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,13,7447.75,7/23/2026 3:06:17 PM,c844c0fdca9e47d197e8290d96fdefad,Entry,13 L,f03c416a4f30495ca8dc7a30dd9ae7af,Entry,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,10,7447.50,7/23/2026 3:06:17 PM,d9ffe20cafce48469fa67c9a4fbc60d0,Entry,10 S,306a31855d404a65874c675bc8a353c4,Entry,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7447.25,7/23/2026 3:06:17 PM,4a9f5ab80b3d4d38b311b96128a51305,Entry,13 S,306a31855d404a65874c675bc8a353c4,Entry,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,10,7447.25,7/23/2026 3:06:36 PM,6f76053384314cb2b50dd63d85719b9c,Exit,3 S,f95aea6e19f94a8ea62832cd53fbdd86,PTT-BE-Stop,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,3,7447.50,7/23/2026 3:06:37 PM,74026dfd4d3f4260a4826d103af94405,Exit,-,f95aea6e19f94a8ea62832cd53fbdd86,PTT-BE-Stop,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,7,7447.00,7/23/2026 3:07:39 PM,4c719d462e2346379897b498b8195ef0,Exit,6 L,6bdeb1b652f14faea3420511b4f1481b,Close,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,6,7446.75,7/23/2026 3:07:39 PM,4190c8adffdc4977b5993bba07ed631b,Exit,-,6bdeb1b652f14faea3420511b4f1481b,Close,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,7,7447.25,7/23/2026 3:07:42 PM,22d91a9c45f9499182fb75c5cd35d021,Entry,7 L,d64ba6cd5b5e41de8573c567e8e678c7,Entry,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,6,7447.50,7/23/2026 3:07:42 PM,fca43414bd354f9c9ac2d296cc2edf0e,Entry,13 L,d64ba6cd5b5e41de8573c567e8e678c7,Entry,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,11,7447.00,7/23/2026 3:07:43 PM,59d51120ec1f44f0bc51bf20f2b02cee,Entry,11 S,5cd38f0251514d4b89dd781a7992553d,Entry,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,2,7446.75,7/23/2026 3:07:43 PM,31ef5364b01e46e199a0eb746da50c81,Entry,13 S,5cd38f0251514d4b89dd781a7992553d,Entry,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,13,7446.75,7/23/2026 3:08:31 PM,2e2f83f9a94246449bb5a6221a279433,Exit,-,b2d5788b4cfb49e9b18c6fdd85abd540,PTT-BE-Stop,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,12,7446.25,7/23/2026 3:08:49 PM,1977a8217ed54e4fab9e210028651111,Exit,1 L,c8bd01ff0fb84d67a7f7af982deb5023,Close,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,1,7446.00,7/23/2026 3:08:49 PM,e877afb85f9d44cfb47569b8912a3238,Exit,-,c8bd01ff0fb84d67a7f7af982deb5023,Close,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,13,7446.75,7/23/2026 3:08:51 PM,701ad95648e24b7290f110ec926a246f,Entry,13 L,23939fcfe6184b1ab3aa17a3a46264ab,Entry,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,10,7446.25,7/23/2026 3:08:52 PM,eb2c430d5f8347929735882d210f5166,Entry,10 S,9b266d375e2548eb9aee20cc5d87e8db,Entry,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,3,7446.00,7/23/2026 3:08:52 PM,467290b598e243e797c7f4946fa1d632,Entry,13 S,9b266d375e2548eb9aee20cc5d87e8db,Entry,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Sell,13,7446.75,7/23/2026 3:09:16 PM,ecf981a4b6554a098dd81a75a910472e,Exit,-,f40e69a4cad449759c043784748042cd,PTT-BE-Stop,$0.00,1,Sim102,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,1,7446.25,7/23/2026 3:09:25 PM,37bfa1a9f05c4701bca8ff7c93829c1f,Exit,12 S,f3ca9c96fdec40498a6b4acf3c7a3589,Close,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
MES SEP26,Buy,12,7446.50,7/23/2026 3:09:25 PM,3547b04b71d9422a8f7da35879e19ccf,Exit,-,f3ca9c96fdec40498a6b4acf3c7a3589,Close,$0.00,1,Sim101,My Rithmic for NinjaTrader Brokerage,
